<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
200414,000000,2697.8000000,2782.4000000,2687.6000000,2755.6000000,907990
200415,000000,2717.6000000,2719.8000000,2584.4000000,2588.2000000,775540
200416,000000,2606.8000000,2680.0000000,2570.2000000,2637.8000000,708410
200417,000000,2655.6000000,2668.8000000,2620.2000000,2630.4000000,457724
200420,000000,2664.0000000,2746.0000000,2642.0000000,2736.4000000,863566
200421,000000,2681.8000000,2695.4000000,2601.0000000,2659.2000000,1018160
200422,000000,2650.0000000,2706.8000000,2631.2000000,2655.0000000,785080
200423,000000,2668.0000000,2677.0000000,2621.4000000,2640.6000000,505885
200424,000000,2634.8000000,2655.0000000,2606.6000000,2621.0000000,402936
200427,000000,2652.0000000,2715.0000000,2647.0000000,2715.0000000,783496
200428,000000,2731.0000000,2856.8000000,2716.4000000,2754.8000000,1297877
200429,000000,2800.2000000,2874.0000000,2775.4000000,2870.0000000,777309
200430,000000,2898.0000000,2924.0000000,2812.2000000,2850.8000000,744921
200504,000000,2809.8000000,2848.8000000,2776.8000000,2828.8000000,414159
200505,000000,2849.8000000,2876.8000000,2831.0000000,2842.2000000,352411
200506,000000,2849.0000000,2883.2000000,2830.2000000,2864.0000000,376841
200507,000000,2869.0000000,2918.8000000,2858.0000000,2910.2000000,430050
200508,000000,2975.0000000,2992.0000000,2933.0000000,2975.2000000,471330
200512,000000,2968.0000000,2979.8000000,2927.0000000,2977.0000000,281684
200513,000000,2958.4000000,2958.4000000,2890.4000000,2893.4000000,511700
200514,000000,2875.2000000,2883.0000000,2785.8000000,2821.8000000,557815
200515,000000,2858.0000000,2894.0000000,2795.8000000,2839.6000000,518342
200518,000000,2877.0000000,2947.0000000,2870.4000000,2945.0000000,480408
200519,000000,2976.0000000,2980.0000000,2923.6000000,2970.0000000,338651
200520,000000,2955.2000000,3000.0000000,2941.0000000,2964.6000000,511039
200521,000000,2944.0000000,2960.0000000,2895.0000000,2910.8000000,503956
200522,000000,2889.8000000,2938.8000000,2880.6000000,2905.0000000,336192
200525,000000,2913.8000000,2962.0000000,2908.2000000,2960.6000000,258725
200526,000000,2968.8000000,2992.8000000,2911.4000000,2913.2000000,553908
200527,000000,2905.8000000,2942.8000000,2817.2000000,2826.0000000,688266
200528,000000,2875.4000000,2916.8000000,2860.4000000,2888.0000000,623076
200529,000000,2865.0000000,2884.0000000,2811.6000000,2833.2000000,530562
200601,000000,2849.6000000,2869.8000000,2814.4000000,2846.0000000,635598
200602,000000,2848.0000000,2875.0000000,2821.2000000,2837.8000000,696965
200603,000000,2848.4000000,2879.6000000,2835.0000000,2867.6000000,666883
200604,000000,2864.8000000,2882.0000000,2837.0000000,2861.6000000,458534
200605,000000,2874.2000000,2911.8000000,2850.0000000,2884.0000000,425118
200608,000000,2897.2000000,2917.8000000,2866.0000000,2873.2000000,364212
200609,000000,2896.4000000,2905.0000000,2855.0000000,2902.0000000,335131
200610,000000,2895.6000000,2919.4000000,2867.0000000,2881.2000000,353031
200611,000000,2871.0000000,2879.8000000,2817.6000000,2850.0000000,477374
200615,000000,2836.0000000,2975.0000000,2820.4000000,2967.4000000,799022
200616,000000,2984.0000000,3062.0000000,2967.4000000,3009.0000000,916051
200617,000000,3024.0000000,3074.0000000,3010.0000000,3068.2000000,606577
200618,000000,3058.8000000,3115.0000000,3021.2000000,3108.0000000,741015
200619,000000,3109.0000000,3176.2000000,3107.0000000,3155.0000000,700308
200622,000000,3171.0000000,3270.8000000,3115.0000000,3254.2000000,759511
200623,000000,3248.0000000,3444.8000000,3240.8000000,3358.6000000,1723932
200625,000000,3434.0000000,3509.2000000,3383.0000000,3499.0000000,1287989
200626,000000,3477.2000000,3519.4000000,3417.0000000,3430.0000000,610592
200629,000000,3434.6000000,3483.2000000,3380.2000000,3467.0000000,560338
200630,000000,3467.0000000,3564.6000000,3423.0000000,3545.6000000,631981
200702,000000,3524.0000000,3588.0000000,3502.0000000,3548.6000000,438762
200703,000000,3550.0000000,3575.0000000,3513.0000000,3549.6000000,274175
200706,000000,3573.0000000,3710.0000000,3555.6000000,3639.0000000,611903
200707,000000,3643.0000000,3664.2000000,3572.0000000,3598.8000000,612278
200708,000000,3586.8000000,3636.0000000,3553.0000000,3581.8000000,571527
200709,000000,3583.0000000,3658.0000000,3575.4000000,3637.8000000,495719
200710,000000,3622.6000000,3684.8000000,3590.6000000,3633.0000000,501547
200713,000000,3640.6000000,3719.6000000,3635.0000000,3678.0000000,463247
200714,000000,3677.0000000,3789.0000000,3581.2000000,3772.0000000,733070
200715,000000,3762.6000000,3896.4000000,3762.4000000,3882.8000000,816356
200716,000000,3849.6000000,3882.8000000,3807.0000000,3824.0000000,501829
200717,000000,3836.4000000,3966.0000000,3830.0000000,3950.0000000,638095
200720,000000,3950.0000000,4029.4000000,3901.0000000,4029.0000000,587288
200721,000000,4017.0000000,4202.0000000,3921.2000000,3964.0000000,1030294
200722,000000,3965.0000000,4026.6000000,3910.6000000,4010.0000000,704144
200723,000000,4020.2000000,4069.6000000,3952.2000000,4002.8000000,576118
200724,000000,3982.0000000,4045.0000000,3931.0000000,4017.2000000,489272
200727,000000,4038.4000000,4155.0000000,4012.0000000,4123.0000000,534302
200728,000000,4182.0000000,4198.8000000,3971.8000000,4114.4000000,1295142
200729,000000,4131.4000000,4222.0000000,4121.6000000,4187.8000000,544339
200730,000000,4184.0000000,4196.8000000,4104.4000000,4191.0000000,548606
200731,000000,4211.4000000,4267.6000000,4180.2000000,4257.0000000,808414
200803,000000,4261.0000000,4328.8000000,4242.6000000,4288.6000000,546317
200804,000000,4304.0000000,4348.8000000,4280.2000000,4312.0000000,343736
200805,000000,4323.4000000,4355.0000000,4310.0000000,4340.2000000,508572
200806,000000,4342.0000000,4417.6000000,4330.2000000,4413.8000000,431203
200807,000000,4399.8000000,4443.6000000,4321.0000000,4360.0000000,565488
200810,000000,4380.4000000,4396.0000000,4173.8000000,4205.0000000,846158
200811,000000,4228.2000000,4329.0000000,4135.2000000,4185.8000000,1317479
200812,000000,4203.2000000,4330.0000000,4182.0000000,4288.8000000,1220993
200813,000000,4411.8000000,4554.2000000,4317.4000000,4366.0000000,3722104
200814,000000,4405.6000000,4459.8000000,4370.4000000,4389.6000000,2193720
200817,000000,4406.2000000,4534.6000000,4406.0000000,4500.0000000,2532299
200818,000000,4493.8000000,4548.0000000,4464.4000000,4503.0000000,1977361
200819,000000,4510.0000000,4624.4000000,4505.4000000,4620.0000000,1961349
200820,000000,4596.0000000,4760.0000000,4586.0000000,4700.0000000,2991385
200821,000000,4725.2000000,4823.8000000,4717.6000000,4772.0000000,2525509
200824,000000,4792.2000000,4920.0000000,4770.2000000,4913.4000000,2313397
200825,000000,4920.2000000,5078.2000000,4890.6000000,5055.0000000,2614166
200826,000000,5063.2000000,5135.8000000,4816.4000000,4973.6000000,3774617
200827,000000,4993.6000000,5022.8000000,4791.0000000,4842.8000000,2604003
200828,000000,4867.2000000,4928.2000000,4761.0000000,4845.0000000,2429625
200831,000000,4888.0000000,5165.0000000,4881.0000000,5089.4000000,22750215
200901,000000,5082.6000000,5177.0000000,4984.8000000,5033.0000000,3622595
200902,000000,5070.0000000,5118.2000000,4943.0000000,5070.0000000,2459368
200903,000000,5043.8000000,5106.0000000,4870.0000000,4917.8000000,2587899
200904,000000,4890.6000000,4993.8000000,4766.0000000,4885.0000000,2799228
200907,000000,4845.0000000,4997.8000000,4810.0000000,4975.0000000,1264674
200908,000000,4980.2000000,5035.0000000,4660.2000000,4670.2000000,3248397
200909,000000,4695.0000000,4759.0000000,4650.0000000,4743.4000000,1686076
200910,000000,4738.8000000,4775.0000000,4585.0000000,4597.8000000,1788524
200911,000000,4626.0000000,4692.2000000,4572.2000000,4662.0000000,1493158
200914,000000,4680.0000000,4760.0000000,4665.2000000,4730.0000000,1131139
200915,000000,4730.2000000,4836.8000000,4656.0000000,4685.8000000,1759118
200916,000000,4704.0000000,4719.6000000,4608.0000000,4637.0000000,900653
200917,000000,4606.0000000,4614.0000000,4483.4000000,4595.0000000,1633678
200918,000000,4585.0000000,4643.6000000,4552.0000000,4628.0000000,1015803
200921,000000,4615.2000000,4626.8000000,4488.2000000,4527.8000000,1002994
200922,000000,4534.0000000,4900.0000000,4490.0000000,4900.0000000,3090318
200923,000000,5100.0000000,5653.2000000,4941.6000000,5008.6000000,13054589
200924,000000,5016.6000000,5045.8000000,4763.4000000,4775.0000000,2950463
200925,000000,4797.0000000,4959.8000000,4710.0000000,4934.0000000,1839588
200928,000000,4951.8000000,5119.8000000,4941.8000000,5080.0000000,1758903
200929,000000,5074.4000000,5131.0000000,4940.0000000,5095.0000000,1482489
200930,000000,5078.2000000,5106.8000000,5022.4000000,5062.0000000,704126
201001,000000,5072.4000000,5108.6000000,4902.0000000,4928.8000000,1209875
201002,000000,4907.8000000,4988.6000000,4844.8000000,4907.0000000,1192250
201005,000000,4934.0000000,5010.0000000,4872.2000000,4980.0000000,816213
201006,000000,4982.2000000,4999.2000000,4833.4000000,4869.0000000,1009472
201007,000000,4891.8000000,4902.8000000,4740.0000000,4779.4000000,979550
201008,000000,4800.4000000,4816.6000000,4690.2000000,4714.6000000,903958
201009,000000,4732.2000000,4766.0000000,4620.8000000,4683.0000000,1093789
201012,000000,4694.0000000,4794.0000000,4685.0000000,4759.8000000,965369
201013,000000,4759.4000000,4855.0000000,4736.8000000,4838.8000000,1224955
201014,000000,4843.6000000,4885.4000000,4752.0000000,4772.0000000,868759
201015,000000,4756.6000000,4780.0000000,4677.0000000,4754.4000000,1013258
201016,000000,4754.2000000,4779.8000000,4503.0000000,4530.0000000,2239810
201019,000000,4551.0000000,4571.8000000,4427.2000000,4457.0000000,1424787
201020,000000,4463.2000000,4494.0000000,4311.4000000,4340.0000000,1493008
201021,000000,4351.0000000,4440.0000000,4263.6000000,4410.2000000,1857616
201022,000000,4405.0000000,4508.6000000,4373.0000000,4455.0000000,1490652
201023,000000,4443.0000000,4529.8000000,4435.2000000,4523.2000000,766336
201026,000000,4499.6000000,4540.6000000,4450.2000000,4504.0000000,624050
201027,000000,4500.0000000,4623.0000000,4475.6000000,4600.8000000,901719
201028,000000,4590.0000000,4637.0000000,4500.0000000,4586.0000000,1388479
201029,000000,4605.0000000,4655.0000000,4584.4000000,4637.2000000,992726
201030,000000,4597.8000000,4619.6000000,4515.0000000,4561.0000000,651709
201102,000000,4557.2000000,4685.0000000,4543.4000000,4589.2000000,843940
201103,000000,4605.0000000,4627.8000000,4536.0000000,4591.0000000,858907
201105,000000,4765.0000000,4867.0000000,4710.2000000,4854.8000000,1492806
201106,000000,4830.0000000,4934.4000000,4780.0000000,4927.0000000,1023911
201109,000000,4988.0000000,5077.8000000,4933.4000000,4985.4000000,1831036
201110,000000,4976.0000000,4986.0000000,4696.0000000,4696.0000000,1651350
201111,000000,4725.4000000,4813.6000000,4666.2000000,4724.8000000,1630908
201112,000000,4709.6000000,4775.0000000,4703.0000000,4718.8000000,596016
201113,000000,4748.0000000,4799.8000000,4732.0000000,4799.0000000,382448
201116,000000,4806.2000000,4839.8000000,4705.2000000,4735.2000000,689840
201117,000000,4745.0000000,4765.0000000,4632.0000000,4680.0000000,464480
201118,000000,4662.4000000,4750.0000000,4641.2000000,4691.2000000,504218
201119,000000,4698.2000000,4755.0000000,4678.0000000,4742.6000000,353059
201120,000000,4744.0000000,4792.8000000,4720.0000000,4745.6000000,335322
201123,000000,4750.0000000,4783.0000000,4680.0000000,4687.6000000,611856
201124,000000,4711.0000000,4966.6000000,4695.4000000,4935.8000000,1518366
201125,000000,4951.8000000,4960.0000000,4846.0000000,4946.0000000,836646
201126,000000,4940.8000000,5034.8000000,4915.8000000,4985.2000000,621134
201127,000000,5006.8000000,5170.0000000,4970.2000000,5115.0000000,988908
201130,000000,5099.8000000,5418.4000000,5065.2000000,5278.0000000,3552109
201201,000000,5308.2000000,5389.6000000,5240.4000000,5310.4000000,1215891
201202,000000,5309.0000000,5327.2000000,5180.2000000,5193.6000000,785382
201203,000000,5212.0000000,5245.0000000,5136.2000000,5166.0000000,524297
201204,000000,5185.8000000,5228.0000000,5055.4000000,5065.2000000,821760
201207,000000,5066.0000000,5113.2000000,4962.6000000,5002.2000000,729697
201208,000000,5009.6000000,5077.8000000,4952.6000000,5066.4000000,777084
201209,000000,5063.4000000,5230.8000000,5040.0000000,5094.0000000,970424
201210,000000,5119.6000000,5189.8000000,4990.6000000,5169.2000000,760322
201211,000000,5148.0000000,5194.0000000,5092.2000000,5124.0000000,493797
201214,000000,5150.8000000,5160.8000000,5010.2000000,5040.0000000,593129
201215,000000,5059.0000000,5109.4000000,5015.0000000,5050.0000000,385675
201216,000000,5076.0000000,5204.8000000,5050.0000000,5198.0000000,537105
201217,000000,5183.8000000,5283.6000000,5100.8000000,5145.4000000,926687
201218,000000,5160.2000000,5209.0000000,5080.2000000,5082.0000000,761329
201221,000000,5100.0000000,5139.8000000,4991.4000000,5004.4000000,874186
201222,000000,5008.8000000,5095.0000000,4982.0000000,5084.0000000,423976
201223,000000,5072.2000000,5149.8000000,5041.4000000,5113.0000000,351103
201224,000000,5126.8000000,5137.8000000,4990.4000000,5029.0000000,335241
201225,000000,5029.0000000,5049.8000000,5002.0000000,5039.8000000,91780
201228,000000,5048.6000000,5078.4000000,4986.2000000,5026.4000000,337357
201229,000000,5017.0000000,5065.2000000,4996.0000000,5020.4000000,342093
201230,000000,5022.0000000,5183.2000000,5006.4000000,5167.0000000,475906
210104,000000,5167.8000000,5235.0000000,5113.0000000,5185.2000000,574279
210105,000000,5184.0000000,5389.4000000,5141.0000000,5340.4000000,688355
210106,000000,5300.0000000,5338.8000000,5150.0000000,5188.8000000,806459
210108,000000,5230.6000000,5323.4000000,5220.0000000,5254.2000000,892172
210111,000000,5257.6000000,5303.0000000,5200.4000000,5214.2000000,797440
210112,000000,5224.6000000,5270.0000000,5100.2000000,5121.8000000,626655
210113,000000,5150.0000000,5198.6000000,5053.0000000,5079.8000000,554710
210114,000000,5098.0000000,5132.4000000,5006.0000000,5077.4000000,740196
210115,000000,5070.0000000,5128.0000000,4988.8000000,4998.0000000,796721
210118,000000,5002.0000000,5061.0000000,4990.0000000,5043.6000000,534674
210119,000000,5057.0000000,5069.8000000,4965.4000000,5008.8000000,646875
210120,000000,5016.0000000,5178.0000000,4985.0000000,5170.0000000,819724
210121,000000,5130.2000000,5167.0000000,5006.2000000,5069.0000000,1020112
210122,000000,5036.8000000,5098.8000000,5010.0000000,5015.8000000,577323
210125,000000,5039.4000000,5089.0000000,4860.4000000,4901.8000000,1249250
210126,000000,4941.8000000,4984.0000000,4884.6000000,4898.2000000,1012315
210127,000000,4909.2000000,4937.0000000,4775.4000000,4828.4000000,1030102
210128,000000,4824.8000000,4917.0000000,4800.4000000,4876.2000000,478920
210129,000000,4859.8000000,4879.2000000,4713.2000000,4760.6000000,809513
210201,000000,4786.4000000,4857.8000000,4728.6000000,4847.4000000,573930
210202,000000,4850.4000000,4999.8000000,4850.4000000,4997.0000000,846570
210203,000000,4984.0000000,5005.0000000,4901.6000000,4917.2000000,673322
210204,000000,4934.0000000,5018.6000000,4903.4000000,5016.6000000,686670
210205,000000,4990.2000000,5024.6000000,4913.0000000,4973.6000000,580426
210208,000000,4995.6000000,5075.0000000,4973.2000000,5060.4000000,555898
210209,000000,5062.4000000,5170.0000000,4995.2000000,5147.2000000,787338
210210,000000,5142.8000000,5349.6000000,5105.0000000,5306.0000000,1508444
210211,000000,5310.0000000,5394.0000000,5229.6000000,5361.6000000,912316
210212,000000,5374.6000000,5459.2000000,5265.0000000,5448.0000000,1040840
210215,000000,5463.4000000,5549.6000000,5404.0000000,5478.0000000,576146
210216,000000,5483.8000000,5517.2000000,5325.4000000,5348.0000000,1160561
210217,000000,5348.0000000,5362.8000000,5100.2000000,5187.0000000,1368065
210218,000000,5205.0000000,5207.0000000,5005.4000000,5007.8000000,1181958
210219,000000,5035.0000000,5142.0000000,4951.2000000,5005.0000000,1449078
210220,000000,5053.8000000,5067.6000000,5007.0000000,5064.0000000,196731
210222,000000,5024.4000000,5048.8000000,4902.2000000,4918.0000000,908836
210224,000000,4960.0000000,5032.0000000,4901.2000000,4928.2000000,1001828
210225,000000,4945.0000000,4975.0000000,4821.0000000,4857.4000000,906961
210226,000000,4851.0000000,4875.8000000,4762.0000000,4813.2000000,1438926
210301,000000,4858.6000000,5009.2000000,4820.2000000,5004.6000000,1090605
210302,000000,4968.4000000,5068.6000000,4960.0000000,5027.0000000,683676
210303,000000,5054.8000000,5133.0000000,4875.0000000,4890.2000000,1021134
210304,000000,4906.2000000,4953.0000000,4662.4000000,4718.2000000,1342783
210305,000000,4729.8000000,4819.8000000,4626.8000000,4722.8000000,1438430
210309,000000,4589.8000000,4769.2000000,4575.0000000,4707.6000000,1501368
210310,000000,4720.0000000,4831.2000000,4652.8000000,4692.0000000,1117692
210311,000000,4716.0000000,4898.0000000,4713.6000000,4889.8000000,941686
210312,000000,4858.8000000,4963.6000000,4816.0000000,4960.4000000,757248
210315,000000,4972.0000000,5063.8000000,4932.0000000,5039.0000000,1138969
210316,000000,5049.2000000,5177.8000000,4957.0000000,5161.8000000,1550466
210317,000000,5150.0000000,5150.0000000,4955.0000000,5037.6000000,1872694
210318,000000,5061.6000000,5120.0000000,4826.2000000,4858.0000000,1791738
210319,000000,4873.0000000,4954.8000000,4812.6000000,4880.0000000,1153421
210322,000000,4894.0000000,4954.6000000,4875.0000000,4891.0000000,539226
210323,000000,4890.6000000,4953.6000000,4853.8000000,4906.0000000,669877
210324,000000,4910.2000000,4977.2000000,4825.0000000,4850.0000000,845120
210325,000000,4851.0000000,4878.8000000,4683.0000000,4741.0000000,1120317
210326,000000,4766.6000000,4833.8000000,4700.2000000,4785.0000000,798846
210329,000000,4785.0000000,4835.0000000,4735.0000000,4830.0000000,620133
210330,000000,4818.6000000,4818.6000000,4721.0000000,4788.0000000,715561
210331,000000,4804.4000000,4915.0000000,4725.0000000,4859.0000000,1119731
210401,000000,4886.0000000,4962.8000000,4868.0000000,4949.2000000,832481
210402,000000,4960.0000000,4960.0000000,4890.0000000,4935.0000000,294486
210405,000000,4935.0000000,4958.4000000,4884.0000000,4940.0000000,409203
210406,000000,4937.0000000,4991.6000000,4917.8000000,4961.8000000,691979
210407,000000,4963.0000000,4979.8000000,4822.0000000,4845.2000000,666770
210408,000000,4872.4000000,4958.0000000,4850.0000000,4888.0000000,700448
210409,000000,4885.2000000,4891.4000000,4794.0000000,4813.0000000,469363
210412,000000,4806.0000000,4907.0000000,4777.2000000,4854.8000000,627250
210413,000000,4865.2000000,4882.0000000,4510.0000000,4600.0000000,3817613
210414,000000,4630.0000000,4721.4000000,4576.2000000,4661.0000000,2828314
210415,000000,4636.6000000,4697.4000000,4617.0000000,4677.8000000,988193
210416,000000,4683.8000000,4697.0000000,4650.6000000,4690.0000000,553149
210419,000000,4695.0000000,4743.4000000,4650.0000000,4663.8000000,953222
210420,000000,4679.4000000,4707.0000000,4621.0000000,4665.6000000,796491
210421,000000,4667.8000000,4677.8000000,4631.4000000,4648.0000000,423533
210422,000000,4642.0000000,4687.0000000,4590.0000000,4605.0000000,850772
210423,000000,4623.2000000,4623.2000000,4521.4000000,4570.2000000,831281
210426,000000,4570.2000000,4721.0000000,4558.8000000,4703.6000000,1112408
210427,000000,4707.0000000,4776.0000000,4671.0000000,4732.0000000,993756
210428,000000,4730.2000000,4857.8000000,4676.2000000,4834.8000000,2009902
210429,000000,4851.4000000,5054.8000000,4834.0000000,5040.0000000,1769231
210430,000000,5027.2000000,5048.0000000,4887.2000000,4934.8000000,1318008
210504,000000,4910.0000000,4948.0000000,4742.0000000,4802.2000000,987366
210505,000000,4821.6000000,4924.8000000,4815.2000000,4864.4000000,698437
210506,000000,4859.6000000,4909.0000000,4751.2000000,4828.6000000,770602
210507,000000,4839.8000000,4859.0000000,4785.0000000,4831.6000000,514574
210510,000000,4824.0000000,4836.8000000,4690.0000000,4702.8000000,679601
210511,000000,4685.0000000,4698.0000000,4570.8000000,4678.0000000,1203590
210512,000000,4678.0000000,4731.4000000,4581.4000000,4601.0000000,964585
210513,000000,4599.8000000,4659.8000000,4574.0000000,4638.4000000,836836
210514,000000,4651.8000000,4699.2000000,4615.6000000,4687.0000000,503970
210517,000000,4685.0000000,4706.6000000,4609.2000000,4704.2000000,537501
210518,000000,4726.0000000,4814.6000000,4700.0000000,4740.0000000,967606
210519,000000,4752.0000000,4755.2000000,4653.0000000,4741.6000000,594753
210520,000000,4748.0000000,4762.0000000,4666.0000000,4750.8000000,549267
210521,000000,4740.0000000,4796.6000000,4692.0000000,4767.2000000,635993
210524,000000,4790.6000000,4900.0000000,4741.2000000,4891.8000000,785575
210525,000000,4890.2000000,4928.8000000,4881.2000000,4897.8000000,489356
210526,000000,4905.4000000,5005.0000000,4898.4000000,4995.4000000,728677
210527,000000,4995.0000000,5020.0000000,4930.0000000,4962.2000000,1123473
210528,000000,4980.8000000,5012.6000000,4920.2000000,4945.0000000,363633
210531,000000,4974.0000000,4998.8000000,4916.2000000,4942.0000000,231371
210601,000000,4950.0000000,5030.0000000,4890.0000000,4933.0000000,581810
210602,000000,4933.0000000,4988.0000000,4895.0000000,4948.0000000,680065
210603,000000,4979.2000000,4994.0000000,4886.6000000,4901.8000000,453756
210604,000000,4914.4000000,4935.4000000,4861.2000000,4923.4000000,534795
210607,000000,4923.4000000,4928.2000000,4865.0000000,4911.4000000,322039
210608,000000,4912.4000000,4935.2000000,4871.8000000,4889.6000000,429070
210609,000000,4899.8000000,5020.0000000,4865.2000000,4973.0000000,843246
210610,000000,4968.0000000,5025.0000000,4930.0000000,5005.8000000,510385
210611,000000,5020.0000000,5093.2000000,4975.6000000,5056.8000000,871342
210614,000000,5070.6000000,5096.4000000,5037.2000000,5090.0000000,214712
210615,000000,5087.4000000,5087.4000000,4910.2000000,4925.0000000,559238
210616,000000,4931.6000000,4993.0000000,4899.0000000,4962.8000000,534296
210617,000000,4952.6000000,5063.0000000,4928.2000000,5041.4000000,642669
210618,000000,5032.0000000,5110.0000000,4951.6000000,5047.0000000,865518
210621,000000,5047.0000000,5123.0000000,5002.0000000,5008.4000000,491552
210622,000000,5016.8000000,5036.0000000,4982.0000000,5007.0000000,366983
210623,000000,5008.8000000,5046.4000000,4985.0000000,5040.0000000,319871
210624,000000,5050.0000000,5070.0000000,5007.0000000,5033.0000000,375630
210625,000000,5040.2000000,5103.0000000,5020.6000000,5088.0000000,363564
